Title,Author,Updated,Link,Tag,Search,ID
"Do Large GPT Models Discover Moral Dimensions in Language
  Representations? A Topological Study Of Sentence Embeddings",Stephen Fitz,2023-09-17,http://arxiv.org/pdf/2309.09397v1,cs.CL,Large Language Model,2309.09397v1
FLM-101B: An Open LLM and How to Train It with $100K Budget,Yequan Wang,2023-09-17,http://arxiv.org/pdf/2309.03852v2,cs.CL,Large Language Model,2309.03852v2
"PDFTriage: Question Answering over Long, Structured Documents",Franck Dernoncourt,2023-09-16,http://arxiv.org/pdf/2309.08872v1,cs.CL,Large Language Model,2309.08872v1
"Examining the Influence of Varied Levels of Domain Knowledge Base
  Inclusion in GPT-based Intelligent Tutors",Mehmet Kerem Turkcan,2023-09-16,http://arxiv.org/pdf/2309.12367v1,cs.HC,Large Language Model,2309.12367v1
"Monolingual or Multilingual Instruction Tuning: Which Makes a Better
  Alpaca",Kenneth Heafield,2023-09-16,http://arxiv.org/pdf/2309.08958v1,cs.CL,Large Language Model,2309.08958v1
"Sorted LLaMA: Unlocking the Potential of Intermediate Layers of Large
  Language Models for Dynamic Inference Using Sorted Fine-Tuning (SoFT)",Mehdi Rezagholizadeh,2023-09-16,http://arxiv.org/pdf/2309.08968v1,cs.CL,Large Language Model,2309.08968v1
"S3-DST: Structured Open-Domain Dialogue Segmentation and State Tracking
  in the Era of LLMs",Tara Safavi,2023-09-16,http://arxiv.org/pdf/2309.08827v1,cs.CL,Large Language Model,2309.08827v1
"Enhancing Generation through Summarization Duality and Explicit Outline
  Control",Hari Sundaram,2023-09-16,http://arxiv.org/pdf/2305.14459v2,cs.CL,Large Language Model,2305.14459v2
Cross-Lingual Knowledge Editing in Large Language Models,Jiarong Xu,2023-09-16,http://arxiv.org/pdf/2309.08952v1,cs.CL,Large Language Model,2309.08952v1
RMDM: A Multilabel Fakenews Dataset for Vietnamese Evidence Verification,Ha-Thanh Nguyen,2023-09-16,http://arxiv.org/pdf/2309.09071v1,cs.CL,Large Language Model,2309.09071v1
Cure the headache of Transformers via Collinear Constrained Attention,Jianguo Li,2023-09-15,http://arxiv.org/pdf/2309.08646v1,cs.LG,Large Language Model,2309.08646v1
MAPLE: Mobile App Prediction Leveraging Large Language model Embeddings,Flora D. Salim,2023-09-15,http://arxiv.org/pdf/2309.08648v1,cs.CL,Large Language Model,2309.08648v1
"Chinese Fine-Grained Financial Sentiment Analysis with Large Language
  Models",Youhao Zhang,2023-09-15,http://arxiv.org/pdf/2306.14096v5,cs.CL,Large Language Model,2306.14096v5
"Fake News Detectors are Biased against Texts Generated by Large Language
  Models",Preslav Nakov,2023-09-15,http://arxiv.org/pdf/2309.08674v1,cs.CL,Large Language Model,2309.08674v1
"Assessing the potential of AI-assisted pragmatic annotation: The case of
  apologies",Matteo Fuoli,2023-09-15,http://arxiv.org/pdf/2305.08339v3,cs.CL,Large Language Model,2305.08339v3
Chain-of-Thought Reasoning is a Policy Improvement Operator,David C. Parkes,2023-09-15,http://arxiv.org/pdf/2309.08589v1,cs.LG,Large Language Model,2309.08589v1
"Data Distribution Bottlenecks in Grounding Language Models to Knowledge
  Bases",Zhiwei Yu,2023-09-15,http://arxiv.org/pdf/2309.08345v1,cs.CL,Large Language Model,2309.08345v1
"Connecting Large Language Models with Evolutionary Algorithms Yields
  Powerful Prompt Optimizers",Yujiu Yang,2023-09-15,http://arxiv.org/pdf/2309.08532v1,cs.CL,Large Language Model,2309.08532v1
"Using Large Language Models for Knowledge Engineering (LLMKE): A Case
  Study on Wikidata",Elena Simperl,2023-09-15,http://arxiv.org/pdf/2309.08491v1,cs.CL,Large Language Model,2309.08491v1
"Investigating the Applicability of Self-Assessment Tests for Personality
  Measurement of Large Language Models",Gopala Anumanchipalli,2023-09-15,http://arxiv.org/pdf/2309.08163v1,cs.CL,Large Language Model,2309.08163v1
"InvestLM: A Large Language Model for Investment using Financial Domain
  Instruction Tuning",Kar Yan Tam,2023-09-15,http://arxiv.org/pdf/2309.13064v1,q-fin.GN,Large Language Model,2309.13064v1
"Detecting Misinformation with LLM-Predicted Credibility Signals and Weak
  Supervision",Carolina Scarton,2023-09-14,http://arxiv.org/pdf/2309.07601v1,cs.CL,Large Language Model,2309.07601v1
"An Empirical Evaluation of Prompting Strategies for Large Language
  Models in Zero-Shot Clinical Natural Language Processing",Yanshan Wang,2023-09-14,http://arxiv.org/pdf/2309.08008v1,cs.CL,Large Language Model,2309.08008v1
Generative AI Text Classification using Ensemble LLM Approaches,Sanmitra Bhattacharya,2023-09-14,http://arxiv.org/pdf/2309.07755v1,cs.CL,Large Language Model,2309.07755v1
"Detecting ChatGPT: A Survey of the State of Detecting ChatGPT-Generated
  Text",Ege Erdogan,2023-09-14,http://arxiv.org/pdf/2309.07689v1,cs.CL,Large Language Model,2309.07689v1
"Stochastic LLMs do not Understand Language: Towards Symbolic,
  Explainable and Ontologically Based LLMs",Walid S. Saba,2023-09-14,http://arxiv.org/pdf/2309.05918v3,cs.CL,Large Language Model,2309.05918v3
Tree of Uncertain Thoughts Reasoning for Large Language Models,Miao Xin,2023-09-14,http://arxiv.org/pdf/2309.07694v1,cs.CL,Large Language Model,2309.07694v1
"ChatRule: Mining Logical Rules with Large Language Models for Knowledge
  Graph Reasoning",Shirui Pan,2023-09-13,http://arxiv.org/pdf/2309.01538v2,cs.AI,Large Language Model,2309.01538v2
Does ChatGPT have Theory of Mind?,Kees van Deemter,2023-09-13,http://arxiv.org/pdf/2305.14020v2,cs.CL,Large Language Model,2305.14020v2
"Large Language Models Can Infer Psychological Dispositions of Social
  Media Users",Sandra Matz,2023-09-13,http://arxiv.org/pdf/2309.08631v1,cs.CL,Large Language Model,2309.08631v1
"Halo: Estimation and Reduction of Hallucinations in Open-Source Weak
  Large Language Models",Yuxuan Wang,2023-09-13,http://arxiv.org/pdf/2308.11764v4,cs.CL,Large Language Model,2308.11764v4
NExT-GPT: Any-to-Any Multimodal LLM,Tat-Seng Chua,2023-09-13,http://arxiv.org/pdf/2309.05519v2,cs.AI,Large Language Model,2309.05519v2
Do Language Models Know When They're Hallucinating References?,Adam Tauman Kalai,2023-09-13,http://arxiv.org/pdf/2305.18248v2,cs.CL,Large Language Model,2305.18248v2
"K2: A Foundation Language Model for Geoscience Knowledge Understanding
  and Utilization",Junxian He,2023-09-13,http://arxiv.org/pdf/2306.05064v2,cs.CL,Large Language Model,2306.05064v2
Cognitive Mirage: A Review of Hallucinations in Large Language Models,Weiqiang Jia,2023-09-13,http://arxiv.org/pdf/2309.06794v1,cs.CL,Large Language Model,2309.06794v1
"Sight Beyond Text: Multi-Modal Training Enhances LLMs in Truthfulness
  and Ethics",Cihang Xie,2023-09-13,http://arxiv.org/pdf/2309.07120v1,cs.CL,Large Language Model,2309.07120v1
Do Generative Large Language Models need billions of parameters?,Marwan Omar,2023-09-12,http://arxiv.org/pdf/2309.06589v1,cs.CL,Large Language Model,2309.06589v1
Why Do We Need Neuro-symbolic AI to Model Pragmatic Analogies?,Amitava Das,2023-09-12,http://arxiv.org/pdf/2308.01936v2,cs.AI,Large Language Model,2308.01936v2
"Prompting Multilingual Large Language Models to Generate Code-Mixed
  Texts: The Case of South East Asian Languages",Alham Fikri Aji,2023-09-12,http://arxiv.org/pdf/2303.13592v4,cs.CL,Large Language Model,2303.13592v4
"Memory Injections: Correcting Multi-Hop Reasoning Failures during
  Inference in Transformer-Based Language Models",Ian Foster,2023-09-12,http://arxiv.org/pdf/2309.05605v2,cs.CL,Large Language Model,2309.05605v2
UQ at #SMM4H 2023: ALEX for Public Health Analysis with Social Media,Zi Huang,2023-09-12,http://arxiv.org/pdf/2309.04213v2,cs.CL,Large Language Model,2309.04213v2
Exploring Large Language Models for Ontology Alignment,Ian Horrocks,2023-09-12,http://arxiv.org/pdf/2309.07172v1,cs.AI,Large Language Model,2309.07172v1
FIAT: Fusing learning paradigms with Instruction-Accelerated Tuning,Jonathan H. Clark,2023-09-12,http://arxiv.org/pdf/2309.04663v2,cs.CL,Large Language Model,2309.04663v2
GPT Can Solve Mathematical Problems Without a Calculator,Jie Tang,2023-09-12,http://arxiv.org/pdf/2309.03241v2,cs.LG,Large Language Model,2309.03241v2
"Quantifying and Attributing the Hallucination of Large Language Models
  via Association Analysis",Xuezhi Fang,2023-09-11,http://arxiv.org/pdf/2309.05217v1,cs.AI,Large Language Model,2309.05217v1
Textbooks Are All You Need II: phi-1.5 technical report,Yin Tat Lee,2023-09-11,http://arxiv.org/pdf/2309.05463v1,cs.CL,Large Language Model,2309.05463v1
Hypothesis Search: Inductive Reasoning with Language Models,Noah D. Goodman,2023-09-11,http://arxiv.org/pdf/2309.05660v1,cs.LG,Large Language Model,2309.05660v1
Large Language Model for Science: A Study on P vs. NP,Furu Wei,2023-09-11,http://arxiv.org/pdf/2309.05689v1,cs.CL,Large Language Model,2309.05689v1
ModuleFormer: Modularity Emerges from Mixture-of-Experts,Chuang Gan,2023-09-11,http://arxiv.org/pdf/2306.04640v2,cs.CL,Large Language Model,2306.04640v2
Financial News Analytics Using Fine-Tuned Llama 2 GPT Model,Bohdan M. Pavlyshenko,2023-09-11,http://arxiv.org/pdf/2308.13032v2,cs.CL,Large Language Model,2308.13032v2
MLLM-DataEngine: An Iterative Refinement Approach for MLLM,Conghui He,2023-09-11,http://arxiv.org/pdf/2308.13566v2,cs.LG,Large Language Model,2308.13566v2
"Challenges in Annotating Datasets to Quantify Bias in Under-represented
  Society",Kobe Knowles,2023-09-11,http://arxiv.org/pdf/2309.08624v1,cs.CL,Large Language Model,2309.08624v1
"Open Problems and Fundamental Limitations of Reinforcement Learning from
  Human Feedback",Dylan Hadfield-Menell,2023-09-11,http://arxiv.org/pdf/2307.15217v2,cs.AI,Large Language Model,2307.15217v2
Unsupervised Bias Detection in College Student Newspapers,Solomon Glazer,2023-09-11,http://arxiv.org/pdf/2309.06557v1,cs.CL,Large Language Model,2309.06557v1
Large Language Models for Compiler Optimization,Hugh Leather,2023-09-11,http://arxiv.org/pdf/2309.07062v1,cs.PL,Large Language Model,2309.07062v1
Exploring Large Language Models for Knowledge Graph Completion,Yuan Luo,2023-09-10,http://arxiv.org/pdf/2308.13916v3,cs.CL,Large Language Model,2308.13916v3
"CodeApex: A Bilingual Programming Evaluation Benchmark for Large
  Language Models",Yong Yu,2023-09-10,http://arxiv.org/pdf/2309.01940v3,cs.CL,Large Language Model,2309.01940v3
"Large Language Models for Difficulty Estimation of Foreign Language
  Content with Application to Language Learning",Johannes-Rudolf David,2023-09-10,http://arxiv.org/pdf/2309.05142v1,cs.CL,Large Language Model,2309.05142v1
"What can Large Language Models do in chemistry? A comprehensive
  benchmark on eight tasks",Xiangliang Zhang,2023-09-10,http://arxiv.org/pdf/2305.18365v2,cs.CL,Large Language Model,2305.18365v2
"Analysis of Disinformation and Fake News Detection Using Fine-Tuned
  Large Language Model",Bohdan M. Pavlyshenko,2023-09-09,http://arxiv.org/pdf/2309.04704v1,cs.CL,Large Language Model,2309.04704v1
Efficient Finetuning Large Language Models For Vietnamese Chatbot,Thuy-Ngan Nguyen Luu,2023-09-09,http://arxiv.org/pdf/2309.04646v1,cs.CL,Large Language Model,2309.04646v1
"Evaluating Large Language Models on Graphs: Performance Insights and
  Comparative Analysis",Bo Wu,2023-09-09,http://arxiv.org/pdf/2308.11224v2,cs.AI,Large Language Model,2308.11224v2
Toward Reproducing Network Research Results Using Large Language Models,Jiwu Shu,2023-09-09,http://arxiv.org/pdf/2309.04716v1,cs.LG,Large Language Model,2309.04716v1
"Large Language Models Can be Lazy Learners: Analyze Shortcuts in
  In-Context Learning",Hui Xue,2023-09-09,http://arxiv.org/pdf/2305.17256v2,cs.CL,Large Language Model,2305.17256v2
Towards LLM-based Autograding for Short Textual Answers,Michaelis Vlachos,2023-09-09,http://arxiv.org/pdf/2309.11508v1,cs.CL,Large Language Model,2309.11508v1
Code-Style In-Context Learning for Knowledge-Based Question Answering,Xudong Liu,2023-09-09,http://arxiv.org/pdf/2309.04695v1,cs.CL,Large Language Model,2309.04695v1
"Knowledge-tuning Large Language Models with Structured Medical Knowledge
  Bases for Reliable Response Generation in Chinese",Ting Liu,2023-09-08,http://arxiv.org/pdf/2309.04175v1,cs.CL,Large Language Model,2309.04175v1
"TikTalk: A Video-Based Dialogue Dataset for Multi-Modal Chitchat in Real
  World",Zhiwu Lu,2023-09-08,http://arxiv.org/pdf/2301.05880v3,cs.CL,Large Language Model,2301.05880v3
"Fuzzy Fingerprinting Transformer Language-Models for Emotion Recognition
  in Conversations",Joao Paulo Carvalho,2023-09-08,http://arxiv.org/pdf/2309.04292v1,cs.CL,Large Language Model,2309.04292v1
"Towards Reliable and Fluent Large Language Models: Incorporating
  Feedback Learning Loops in QA Systems",Heuiseok Lim,2023-09-08,http://arxiv.org/pdf/2309.06384v1,cs.CL,Large Language Model,2309.06384v1
Beyond Static Datasets: A Deep Interaction Approach to LLM Evaluation,Qi Liu,2023-09-08,http://arxiv.org/pdf/2309.04369v1,cs.CL,Large Language Model,2309.04369v1
Automating Behavioral Testing in Machine Translation,Saša Hasan,2023-09-07,http://arxiv.org/pdf/2309.02553v2,cs.CL,Large Language Model,2309.02553v2
OpinionGPT: Modelling Explicit Biases in Instruction-Tuned LLMs,Alan Akbik,2023-09-07,http://arxiv.org/pdf/2309.03876v1,cs.CL,Large Language Model,2309.03876v1
Max-Margin Token Selection in Attention Mechanism,Samet Oymak,2023-09-07,http://arxiv.org/pdf/2306.13596v3,cs.LG,Large Language Model,2306.13596v3
A Survey on Large Language Model based Autonomous Agents,Ji-Rong Wen,2023-09-07,http://arxiv.org/pdf/2308.11432v2,cs.AI,Large Language Model,2308.11432v2
Ladder-of-Thought: Using Knowledge as Steps to Elevate Stance Detection,Yong Keong Yap,2023-09-07,http://arxiv.org/pdf/2308.16763v2,cs.CL,Large Language Model,2308.16763v2
Evaluating ChatGPT as a Recommender System: A Rigorous Approach,Eugenio Di Sciascio,2023-09-07,http://arxiv.org/pdf/2309.03613v1,cs.IR,Large Language Model,2309.03613v1
Large Language Models as Optimizers,Xinyun Chen,2023-09-07,http://arxiv.org/pdf/2309.03409v1,cs.LG,Large Language Model,2309.03409v1
"DoLa: Decoding by Contrasting Layers Improves Factuality in Large
  Language Models",Pengcheng He,2023-09-07,http://arxiv.org/pdf/2309.03883v1,cs.CL,Large Language Model,2309.03883v1
"Enhancing Pipeline-Based Conversational Agents with Large Language
  Models",Klaus-Dieter Thoben,2023-09-07,http://arxiv.org/pdf/2309.03748v1,cs.CL,Large Language Model,2309.03748v1
XGen-7B Technical Report,Caiming Xiong,2023-09-07,http://arxiv.org/pdf/2309.03450v1,cs.CL,Large Language Model,2309.03450v1
"Publicly Shareable Clinical Large Language Model Built on Synthetic
  Clinical Notes",Edward Choi,2023-09-06,http://arxiv.org/pdf/2309.00237v2,cs.CL,Large Language Model,2309.00237v2
Certifying LLM Safety against Adversarial Prompting,Hima Lakkaraju,2023-09-06,http://arxiv.org/pdf/2309.02705v1,cs.CL,Large Language Model,2309.02705v1
"Norm Tweaking: High-performance Low-bit Quantization of Large Language
  Models",Xiangxiang Chu,2023-09-06,http://arxiv.org/pdf/2309.02784v1,cs.LG,Large Language Model,2309.02784v1
"ChatGPT is on the Horizon: Could a Large Language Model be Suitable for
  Intelligent Traffic Safety Research and Applications?",Shengxuan Ding,2023-09-05,http://arxiv.org/pdf/2303.05382v3,cs.CL,Large Language Model,2303.05382v3
Exploiting Language Models as a Source of Knowledge for Cognitive Agents,John E. Laird,2023-09-05,http://arxiv.org/pdf/2310.06846v1,cs.AI,Large Language Model,2310.06846v1
Making Large Language Models Better Reasoners with Alignment,Zhifang Sui,2023-09-05,http://arxiv.org/pdf/2309.02144v1,cs.CL,Large Language Model,2309.02144v1
"On the Planning, Search, and Memorization Capabilities of Large Language
  Models",Anshul Tomar,2023-09-05,http://arxiv.org/pdf/2309.01868v1,cs.CL,Large Language Model,2309.01868v1
"Enhance Multi-domain Sentiment Analysis of Review Texts through
  Prompting Strategies",Zongwei Luo,2023-09-05,http://arxiv.org/pdf/2309.02045v1,cs.CL,Large Language Model,2309.02045v1
"ParaGuide: Guided Diffusion Paraphrasers for Plug-and-Play Textual Style
  Transfer",Kathleen McKeown,2023-09-04,http://arxiv.org/pdf/2308.15459v2,cs.CL,Large Language Model,2308.15459v2
"Self-driven Grounding: Large Language Model Agents with Automatical
  Language-aligned Skill Learning",Ling Li,2023-09-04,http://arxiv.org/pdf/2309.01352v1,cs.CL,Large Language Model,2309.01352v1
"Towards Foundational AI Models for Additive Manufacturing: Language
  Models for G-Code Debugging, Manipulation, and Comprehension",Adarsh Krishnamurthy,2023-09-04,http://arxiv.org/pdf/2309.02465v1,cs.SE,Large Language Model,2309.02465v1
"Unveiling Theory of Mind in Large Language Models: A Parallel to Single
  Neurons in the Human Brain",Jing Cai,2023-09-04,http://arxiv.org/pdf/2309.01660v1,cs.CL,Large Language Model,2309.01660v1
"Fine-grained Affective Processing Capabilities Emerging from Large
  Language Models",Aske Plaat,2023-09-04,http://arxiv.org/pdf/2309.01664v1,cs.CL,Large Language Model,2309.01664v1
"Representations Matter: Embedding Modes of Large Language Models using
  Dynamic Mode Decomposition",Mohamed Akrout,2023-09-03,http://arxiv.org/pdf/2309.01245v1,cs.CL,Large Language Model,2309.01245v1
Large AI Model Empowered Multimodal Semantic Communications,Xiaohu You,2023-09-03,http://arxiv.org/pdf/2309.01249v1,cs.AI,Large Language Model,2309.01249v1
MedChatZH: a Better Medical Adviser Learns from Better Instructions,Guisheng Fan,2023-09-03,http://arxiv.org/pdf/2309.01114v1,cs.CL,Large Language Model,2309.01114v1
"Studying the impacts of pre-training using ChatGPT-generated text on
  downstream tasks",Sarthak Anand,2023-09-02,http://arxiv.org/pdf/2309.05668v1,cs.CL,Large Language Model,2309.05668v1
Bias and Fairness in Large Language Models: A Survey,Nesreen K. Ahmed,2023-09-02,http://arxiv.org/pdf/2309.00770v1,cs.CL,Large Language Model,2309.00770v1
"ACTI at EVALITA 2023: Overview of the Conspiracy Theory Identification
  Task",Manoel Horta Ribeiro,2023-09-02,http://arxiv.org/pdf/2307.06954v3,cs.CL,Large Language Model,2307.06954v3
"UniDoc: A Universal Large Multimodal Model for Simultaneous Text
  Detection, Recognition, Spotting and Understanding",Can Huang,2023-09-02,http://arxiv.org/pdf/2308.11592v2,cs.AI,Large Language Model,2308.11592v2
"Psy-LLM: Scaling up Global Mental Health Psychological Services with
  AI-based Large Language Models",Ziqi Wang,2023-09-01,http://arxiv.org/pdf/2307.11991v2,cs.CL,Large Language Model,2307.11991v2
"RLAIF: Scaling Reinforcement Learning from Human Feedback with AI
  Feedback",Abhinav Rastogi,2023-09-01,http://arxiv.org/pdf/2309.00267v1,cs.CL,Large Language Model,2309.00267v1
"Why do universal adversarial attacks work on large language models?:
  Geometry might be the answer",Finale Doshi-Velez,2023-09-01,http://arxiv.org/pdf/2309.00254v1,cs.LG,Large Language Model,2309.00254v1
"FactLLaMA: Optimizing Instruction-Following Language Models with
  External Knowledge for Automated Fact-Checking",Kin-Man Lam,2023-09-01,http://arxiv.org/pdf/2309.00240v1,cs.CL,Large Language Model,2309.00240v1
SCALE: Scaling up the Complexity for Advanced Language Model Evaluation,Joel Niklaus,2023-09-01,http://arxiv.org/pdf/2306.09237v2,cs.CL,Large Language Model,2306.09237v2
"Point-Bind & Point-LLM: Aligning Point Cloud with Multi-modality for 3D
  Understanding, Generation, and Instruction Following",Pheng-Ann Heng,2023-09-01,http://arxiv.org/pdf/2309.00615v1,cs.CV,Large Language Model,2309.00615v1
Enhancing Subtask Performance of Multi-modal Large Language Model,Donghong Liu,2023-08-31,http://arxiv.org/pdf/2308.16474v1,cs.CL,Large Language Model,2308.16474v1
Deanthropomorphising NLP: Can a Language Model Be Conscious?,Piotr Przybyła,2023-08-31,http://arxiv.org/pdf/2211.11483v3,cs.CL,Large Language Model,2211.11483v3
"GPT has become financially literate: Insights from financial literacy
  tests of GPT and a preliminary test of how people use it as a source of
  advice",Sami Abbas,2023-08-31,http://arxiv.org/pdf/2309.00649v1,cs.CL,Large Language Model,2309.00649v1
"Prompting GPT-3.5 for Text-to-SQL with De-semanticization and Skeleton
  Retrieval",Ting Wang,2023-08-31,http://arxiv.org/pdf/2304.13301v2,cs.CL,Large Language Model,2304.13301v2
"The Belebele Benchmark: a Parallel Reading Comprehension Dataset in 122
  Language Variants",Madian Khabsa,2023-08-31,http://arxiv.org/pdf/2308.16884v1,cs.CL,Large Language Model,2308.16884v1
"Large Language Models in Cryptocurrency Securities Cases: Can ChatGPT
  Replace Lawyers?",Bennett Kleinberg,2023-08-30,http://arxiv.org/pdf/2308.06032v2,cs.AI,Large Language Model,2308.06032v2
FPTQ: Fine-grained Post-Training Quantization for Large Language Models,Yuchen Xie,2023-08-30,http://arxiv.org/pdf/2308.15987v1,cs.CL,Large Language Model,2308.15987v1
"Peering Through Preferences: Unraveling Feedback Acquisition for
  Aligning Large Language Models",Aditya Grover,2023-08-30,http://arxiv.org/pdf/2308.15812v1,cs.LG,Large Language Model,2308.15812v1
"Reliable Natural Language Understanding with Large Language Models and
  Answer Set Programming",Gopal Gupta,2023-08-30,http://arxiv.org/pdf/2302.03780v3,cs.CL,Large Language Model,2302.03780v3
"Automatically Correcting Large Language Models: Surveying the landscape
  of diverse self-correction strategies",William Yang Wang,2023-08-30,http://arxiv.org/pdf/2308.03188v2,cs.CL,Large Language Model,2308.03188v2
Response: Emergent analogical reasoning in large language models,Jevin West,2023-08-30,http://arxiv.org/pdf/2308.16118v1,cs.CL,Large Language Model,2308.16118v1
Evaluating GPT-3 Generated Explanations for Hateful Content Moderation,Roy Ka-Wei Lee,2023-08-30,http://arxiv.org/pdf/2305.17680v4,cs.CL,Large Language Model,2305.17680v4
RAFT: Reward rAnked FineTuning for Generative Foundation Model Alignment,Tong Zhang,2023-08-30,http://arxiv.org/pdf/2304.06767v3,cs.LG,Large Language Model,2304.06767v3
"Recursively Summarizing Enables Long-Term Dialogue Memory in Large
  Language Models",Li Guo,2023-08-29,http://arxiv.org/pdf/2308.15022v1,cs.CL,Large Language Model,2308.15022v1
"Soft Prompt Tuning for Augmenting Dense Retrieval with Large Language
  Models",Yi Fang,2023-08-29,http://arxiv.org/pdf/2307.08303v3,cs.IR,Large Language Model,2307.08303v3
"Large Language Models are Fixated by Red Herrings: Exploring Creative
  Problem Solving and Einstellung Effect using the Only Connect Wall Dataset",Babak Taati,2023-08-29,http://arxiv.org/pdf/2306.11167v3,cs.CL,Large Language Model,2306.11167v3
Evaluating the Robustness to Instructions of Large Language Models,Yuli Zhou,2023-08-29,http://arxiv.org/pdf/2308.14306v2,cs.CL,Large Language Model,2308.14306v2
Large language models converge toward human-like concept organization,Anders Søgaard,2023-08-29,http://arxiv.org/pdf/2308.15047v1,cs.LG,Large Language Model,2308.15047v1
"Enhancing Psychological Counseling with Large Language Model: A
  Multifaceted Decision-Support System for Non-Professionals",Bing Xiang Yang,2023-08-29,http://arxiv.org/pdf/2308.15192v1,cs.AI,Large Language Model,2308.15192v1
Biomedical Entity Linking with Triple-aware Pre-Training,Ricardo Usbeck,2023-08-28,http://arxiv.org/pdf/2308.14429v1,cs.CL,Large Language Model,2308.14429v1
Bridging the Gap: Deciphering Tabular Data Using Large Language Model,Zongcheng Ji,2023-08-28,http://arxiv.org/pdf/2308.11891v2,cs.CL,Large Language Model,2308.11891v2
"Leveraging A Medical Knowledge Graph into Large Language Models for
  Diagnosis Prediction",Majid Afshar,2023-08-28,http://arxiv.org/pdf/2308.14321v1,cs.CL,Large Language Model,2308.14321v1
"DISC-MedLLM: Bridging General Large Language Models and Real-World
  Medical Consultation",Zhongyu Wei,2023-08-28,http://arxiv.org/pdf/2308.14346v1,cs.CL,Large Language Model,2308.14346v1
Cognitive Effects in Large Language Models,Michael Wooldridge,2023-08-28,http://arxiv.org/pdf/2308.14337v1,cs.AI,Large Language Model,2308.14337v1
"Spoken Language Intelligence of Large Language Models for Language
  Learning",Yingming Gao,2023-08-28,http://arxiv.org/pdf/2308.14536v1,cs.CL,Large Language Model,2308.14536v1
SalesBot 2.0: A Human-Like Intent-Guided Chit-Chat Dataset,Yun-Nung Chen,2023-08-28,http://arxiv.org/pdf/2308.14266v1,cs.CL,Large Language Model,2308.14266v1
"The Cultural Psychology of Large Language Models: Is ChatGPT a Holistic
  or Analytic Thinker?",Zhihan Cui,2023-08-28,http://arxiv.org/pdf/2308.14242v1,cs.AI,Large Language Model,2308.14242v1
Large Language Models Vote: Prompting for Rare Disease Identification,Yanshan Wang,2023-08-28,http://arxiv.org/pdf/2308.12890v2,cs.CL,Large Language Model,2308.12890v2
"Fine-Tuning Llama 2 Large Language Models for Detecting Online Sexual
  Predatory Chats and Abusive Texts",Janis Dalins,2023-08-28,http://arxiv.org/pdf/2308.14683v1,cs.CL,Large Language Model,2308.14683v1
EdgeMoE: Fast On-Device Inference of MoE-based Large Language Models,Mengwei Xu,2023-08-28,http://arxiv.org/pdf/2308.14352v1,cs.LG,Large Language Model,2308.14352v1
"The feasibility of artificial consciousness through the lens of
  neuroscience",James M. Shine,2023-08-28,http://arxiv.org/pdf/2306.00915v3,q-bio.NC,Large Language Model,2306.00915v3
"Confucius: Iterative Tool Learning from Introspection Feedback by
  Easy-to-Difficult Curriculum",Jun Ma,2023-08-27,http://arxiv.org/pdf/2308.14034v1,cs.AI,Large Language Model,2308.14034v1
"MedAlign: A Clinician-Generated Dataset for Instruction Following with
  Electronic Medical Records",Nigam H. Shah,2023-08-27,http://arxiv.org/pdf/2308.14089v1,cs.CL,Large Language Model,2308.14089v1
Symbolic and Language Agnostic Large Language Models,Walid S. Saba,2023-08-27,http://arxiv.org/pdf/2308.14199v1,cs.AI,Large Language Model,2308.14199v1
Detecting Language Model Attacks with Perplexity,Michael Kamfonas,2023-08-27,http://arxiv.org/pdf/2308.14132v1,cs.CL,Large Language Model,2308.14132v1
"Empowering Cross-lingual Abilities of Instruction-tuned Large Language
  Models by Translation-following demonstrations",Andre Freitas,2023-08-27,http://arxiv.org/pdf/2308.14186v1,cs.CL,Large Language Model,2308.14186v1
"Planning with Logical Graph-based Language Model for Instruction
  Generation",Hankz Hankui Zhuo,2023-08-26,http://arxiv.org/pdf/2308.13782v1,cs.CL,Large Language Model,2308.13782v1
"A Survey on Knowledge Graphs for Healthcare: Resources, Applications,
  and Promises",Carl Yang,2023-08-26,http://arxiv.org/pdf/2306.04802v2,cs.AI,Large Language Model,2306.04802v2
"External Reasoning: Towards Multi-Large-Language-Models Interchangeable
  Assistance with Human Feedback",Akide Liu,2023-08-26,http://arxiv.org/pdf/2307.12057v2,cs.CL,Large Language Model,2307.12057v2
"ChatMOF: An Autonomous AI System for Predicting and Generating
  Metal-Organic Frameworks",Jihan Kim,2023-08-25,http://arxiv.org/pdf/2308.01423v2,cs.CL,Large Language Model,2308.01423v2
"Diffusion Language Models Can Perform Many Tasks with Scaling and
  Instruction-Finetuning",Quanquan Gu,2023-08-25,http://arxiv.org/pdf/2308.12219v2,cs.CL,Large Language Model,2308.12219v2
"ChatGPT as Data Augmentation for Compositional Generalization: A Case
  Study in Open Intent Detection",Xiaodan Zhu,2023-08-25,http://arxiv.org/pdf/2308.13517v1,cs.CL,Large Language Model,2308.13517v1
"SpeechGen: Unlocking the Generative Power of Speech Language Models with
  Prompts",Hung-yi Lee,2023-08-25,http://arxiv.org/pdf/2306.02207v3,eess.AS,Large Language Model,2306.02207v3
"Large Language Models in Analyzing Crash Narratives -- A Comparative
  Study of ChatGPT, BARD and GPT-4",Jonathan Wood,2023-08-25,http://arxiv.org/pdf/2308.13563v1,cs.CL,Large Language Model,2308.13563v1
